Rk,Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Power5,Year
86,Zac Dysert,Miami (OH),MAC,11,247,401,61.6,2611,6.5,5.3,12,16,118.2,149,258,1.7,5,0,2009
87,Chris Masson,Louisiana,Sun Belt,12,222,373,59.5,2406,6.5,6.0,10,8,118.3,62,192,3.1,6,0,2009
88,Riley Dodge,North Texas,Sun Belt,10,205,303,67.7,1975,6.5,4.9,9,15,122.3,104,463,4.5,5,0,2009
89,Will Hudgens,Memphis,CUSA,9,143,236,60.6,1544,6.5,6.0,7,6,120.3,16,-58,-3.6,1,0,2009
90,Tyson Lee,Mississippi State,SEC,12,130,221,58.8,1444,6.5,4.0,4,14,107.0,74,175,2.4,2,1,2009
91,Vaughn Charlton,Temple,MAC,13,107,213,50.2,1390,6.5,5.1,10,11,110.2,31,-59,-1.9,1,0,2009
92,Tim Hiller,Western Michigan,MAC,12,309,514,60.1,3249,6.3,6.1,23,13,122.9,39,-101,-2.6,0,0,2009
93,Paul McCall,Florida International,Sun Belt,11,208,370,56.2,2343,6.3,6.1,14,8,117.6,76,14,0.2,2,0,2009
94,Jordan La Secla,San Jose State,WAC,12,182,304,59.9,1926,6.3,5.4,10,11,116.7,56,-110,-2.0,1,0,2009
95,Jameel Sewell,Virginia,ACC,11,157,292,53.8,1848,6.3,5.7,7,7,110.0,136,167,1.2,7,1,2009
96,Danny Sullivan,Arizona State,Pac-10,10,168,312,53.8,1939,6.2,5.6,10,9,110.9,28,-28,-1.0,3,1,2009
97,Kawaun Jakes,Western Kentucky,Sun Belt,11,148,244,60.7,1516,6.2,5.3,9,9,117.6,124,366,3.0,5,0,2009
98,Ryan Griffin,Tulane,CUSA,9,141,222,63.5,1382,6.2,5.8,9,6,123.8,28,-59,-2.1,1,0,2009
99,Nick Foles,Arizona,Pac-10,12,260,410,63.4,2486,6.1,6.0,19,9,125.2,28,-74,-2.6,3,1,2009
100,T.J. Yates,North Carolina,ACC,13,214,355,60.3,2136,6.0,4.9,14,15,115.4,44,-66,-1.5,1,1,2009
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2009
101,Austyn Carta-Samuels,Wyoming,MWC,13,191,326,58.6,1953,6.0,5.9,10,5,116.0,142,366,2.6,3,0,2009
102,Nick Fanuzzi,Rice,CUSA,10,162,270,60.0,1598,5.9,5.4,11,8,117.2,38,-1,0.0,1,0,2009
103,Donovan Porterie,New Mexico,MWC,12,249,432,57.6,2411,5.6,4.8,12,13,107.7,86,-33,-0.4,2,0,2009
104,Larry Smith,Vanderbilt,SEC,9,106,227,46.7,1126,5.0,3.9,4,7,88.0,85,213,2.5,2,1,2009
1,Cam Newton,Auburn,SEC,14,185,280,66.1,2854,10.2,11.2,30,7,182.0,264,1473,5.6,20,1,2010
2,Kellen Moore,Boise State,WAC,13,273,383,71.3,3845,10.0,11.2,35,6,182.6,19,-32,-1.7,1,0,2010
3,Greg McElroy,Alabama,SEC,13,222,313,70.9,2987,9.5,10.1,20,5,169.0,60,-12,-0.2,1,1,2010
4,Ryan Mallett,Arkansas,SEC,13,266,411,64.7,3869,9.4,9.7,32,12,163.6,44,-74,-1.7,4,1,2010
5,Scott Tolzien,Wisconsin,Big Ten,13,194,266,72.9,2459,9.2,9.4,16,6,165.9,30,-30,-1.0,0,1,2010
6,Bryant Moniz,Hawaii,WAC,14,361,555,65.0,5040,9.1,9.3,39,15,159.1,81,102,1.3,4,0,2010
7,Ryan Lindley,San Diego State,MWC,13,243,421,57.7,3830,9.1,8.9,28,14,149.4,19,-31,-1.6,0,0,2010
8,Jeff Godfrey,UCF,CUSA,14,159,238,66.8,2159,9.1,8.7,13,8,154.3,152,566,3.7,10,0,2010
9,Andrew Luck,Stanford,Pac-10,13,263,372,70.7,3338,9.0,9.7,32,8,170.2,55,453,8.2,3,1,2010
10,Andy Dalton,TCU,MWC,13,209,316,66.1,2857,9.0,9.9,27,6,166.5,86,435,5.1,6,0,2010
11,Aaron Murray,Georgia,SEC,13,209,342,61.1,3049,8.9,9.3,24,8,154.5,87,167,1.9,4,1,2010
12,Stephen Garcia,South Carolina,SEC,14,224,349,64.2,3059,8.8,8.1,20,14,148.7,105,222,2.1,6,1,2010
13,Denard Robinson,Michigan,Big Ten,13,182,291,62.5,2570,8.8,8.4,18,11,149.6,256,1702,6.6,14,1,2010
14,Ricky Stanzi,Iowa,Big Ten,13,221,345,64.1,3004,8.7,9.4,25,6,157.6,48,-6,-0.1,2,1,2010
15,Tyrod Taylor,Virginia Tech,ACC,14,188,315,59.7,2743,8.7,9.5,24,5,154.8,146,659,4.5,5,1,2010
16,Chandler Harnish,Northern Illinois,MAC,13,189,292,64.7,2530,8.7,9.3,21,5,157.8,137,836,6.1,7,0,2010
17,Terrelle Pryor,Ohio State,Big Ten,13,210,323,65.0,2772,8.6,8.7,27,11,157.9,135,754,5.6,4,1,2010
18,Dan Persa,Northwestern,Big Ten,10,222,302,73.5,2581,8.5,8.9,15,4,159.0,164,519,3.2,9,1,2010
19,Brandon Weeden,Oklahoma State,Big 12,13,342,511,66.9,4277,8.4,8.6,34,13,154.1,17,-68,-4.0,0,1,2010
20,Colin Kaepernick,Nevada,WAC,14,233,359,64.9,3022,8.4,8.6,21,8,150.5,173,1206,7.0,20,0,2010
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2010
21,Kirk Cousins,Michigan State,Big Ten,13,226,338,66.9,2825,8.4,8.2,20,10,150.7,40,-136,-3.4,1,1,2010
22,T.J. Yates,North Carolina,ACC,13,282,422,66.8,3418,8.1,8.0,19,9,145.5,79,-77,-1.0,3,1,2010
23,Chris Relf,Mississippi State,SEC,13,129,220,58.6,1789,8.1,8.1,13,6,141.0,194,713,3.7,5,1,2010
24,Darron Thomas,Oregon,Pac-10,13,222,361,61.5,2881,8.0,8.5,30,9,151.0,93,486,5.2,5,1,2010
25,G.J. Kinne,Tulsa,CUSA,13,275,460,59.8,3650,7.9,8.3,31,10,144.3,158,561,3.6,7,0,2010
26,Mike Hartline,Kentucky,SEC,12,268,405,66.2,3178,7.8,8.0,23,9,146.4,32,-35,-1.1,1,1,2010
27,Ryan Colburn,Fresno State,WAC,13,227,360,63.1,2817,7.8,8.0,23,9,144.9,95,75,0.8,3,0,2010
28,Jordan Wynn,Utah,MWC,10,186,299,62.2,2334,7.8,7.4,17,10,139.9,18,-11,-0.6,0,0,2010
29,Carson Coffman,Kansas State,Big 12,12,171,263,65.0,2060,7.8,7.7,14,7,143.1,110,157,1.4,9,1,2010
30,Robert Griffin III,Baylor,Big 12,13,304,454,67.0,3501,7.7,7.9,22,8,144.2,149,635,4.3,8,1,2010
31,Boo Jackson,Ohio,MAC,13,149,245,60.8,1897,7.7,6.1,18,17,136.2,132,345,2.6,7,0,2010
32,Landry Jones,Oklahoma,Big 12,14,405,617,65.6,4718,7.6,8.0,38,12,146.3,51,-128,-2.5,1,1,2010
33,Zach Collaros,Cincinnati,Big East,11,225,383,58.7,2902,7.6,7.3,26,14,137.5,121,202,1.7,4,0,2010
34,Jeff Tuel,Washington State,Pac-10,12,219,366,59.8,2780,7.6,7.1,18,12,133.3,134,204,1.5,1,1,2010
35,Kyle Padron,SMU,CUSA,14,302,508,59.4,3828,7.5,7.5,31,14,137.4,104,244,2.3,4,0,2010
36,Nick Foles,Arizona,Pac-10,11,286,426,67.1,3191,7.5,7.4,20,10,140.9,35,-113,-3.2,1,1,2010
37,Steven Threet,Arizona State,Pac-10,11,208,336,61.9,2534,7.5,6.5,18,16,133.4,59,19,0.3,2,1,2010
38,Matt Simms,Tennessee,SEC,11,113,195,57.9,1460,7.5,7.2,8,5,129.3,45,-108,-2.4,1,1,2010
39,Corey Robinson,Troy,Sun Belt,13,321,505,63.6,3726,7.4,7.2,28,15,137.9,48,-100,-2.1,0,0,2010
40,Matt Barkley,USC,Pac-10,12,236,377,62.6,2791,7.4,7.4,26,12,141.2,34,-17,-0.5,2,1,2010
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2010
41,Geno Smith,West Virginia,Big East,13,241,372,64.8,2763,7.4,7.9,24,7,144.7,106,217,2.0,0,0,2010
42,Tino Sunseri,Pitt,Big East,13,223,346,64.5,2572,7.4,7.2,16,9,137.0,53,108,2.0,2,0,2010
43,Alex Carder,Western Michigan,MAC,12,289,458,63.1,3334,7.3,7.4,30,12,140.6,109,226,2.1,6,0,2010
44,Jordan La Secla,San Jose State,WAC,13,231,391,59.1,2860,7.3,6.3,16,16,125.8,69,-9,-0.1,1,0,2010
45,Adam Weber,Minnesota,Big Ten,12,205,368,55.7,2679,7.3,7.3,20,9,129.9,52,156,3.0,0,1,2010
46,Jeff Van Camp,Florida Atlantic,Sun Belt,12,192,335,57.3,2459,7.3,6.6,17,13,128.0,55,-189,-3.4,0,0,2010
47,Chas Dodd,Rutgers,Big East,11,123,223,55.2,1637,7.3,6.9,11,7,126.8,62,-253,-4.1,0,0,2010
48,Ryan Radcliff,Central Michigan,MAC,12,282,466,60.5,3358,7.2,6.3,17,17,125.8,66,-99,-1.5,1,0,2010
49,Bryan Ellis,UAB,CUSA,11,231,411,56.2,2940,7.2,7.1,25,12,130.5,25,29,1.2,2,0,2010
50,Ryan Aplin,Arkansas State,Sun Belt,12,252,410,61.5,2939,7.2,7.0,21,11,133.2,138,477,3.5,11,0,2010
51,Danny O'Brien,Maryland,ACC,13,192,337,57.0,2438,7.2,7.5,22,8,134.5,31,-48,-1.5,1,1,2010
52,Ryan Williams,Memphis,CUSA,12,165,290,56.9,2075,7.2,6.5,13,10,124.9,48,-174,-3.6,0,0,2010
53,Marc Verica,Virginia,ACC,12,233,396,58.8,2799,7.1,6.2,14,14,122.8,42,-47,-1.1,0,1,2010
54,Wesley Carroll,Florida International,Sun Belt,13,226,367,61.6,2623,7.1,6.3,16,14,128.4,57,-8,-0.1,1,0,2010
55,Alex Gillett,Eastern Michigan,MAC,12,127,229,55.5,1633,7.1,5.7,13,13,122.7,179,766,4.3,5,0,2010
56,Austin Davis,Southern Mississippi,CUSA,13,278,442,62.9,3103,7.0,7.3,20,6,134.1,145,452,3.1,10,0,2010
57,Zac Dysert,Miami (OH),MAC,11,222,343,64.7,2406,7.0,6.2,13,12,129.2,79,27,0.3,1,0,2010
58,Nick Fanuzzi,Rice,CUSA,10,151,241,62.7,1681,7.0,6.2,11,9,128.8,65,13,0.2,0,0,2010
59,Ryan Tannehill,Texas A&M,Big 12,13,152,234,65.0,1638,7.0,7.0,13,6,137.0,51,76,1.5,1,1,2010
60,Nathan Enderle,Idaho,WAC,13,271,478,56.7,3314,6.9,6.3,22,16,123.4,59,-197,-3.3,1,0,2010
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2010
61,Jeremiah Masoli,Ole Miss,SEC,12,167,296,56.4,2039,6.9,5.9,14,13,121.1,121,544,4.5,6,1,2010
62,Nathan Scheelhaase,Illinois,Big Ten,13,155,264,58.7,1825,6.9,6.8,17,8,132.0,185,868,4.7,5,1,2010
63,B.J. Daniels,South Florida,Big East,12,143,245,58.4,1685,6.9,5.4,11,13,120.3,112,259,2.3,5,0,2010
64,Taylor Potts,Texas Tech,Big 12,13,369,551,67.0,3726,6.8,7.2,35,10,141.1,33,4,0.1,2,1,2010
65,Russell Wilson,North Carolina State,ACC,13,308,527,58.4,3563,6.8,6.6,28,14,127.5,143,435,3.0,9,1,2010
66,Ben Chappell,Indiana,Big Ten,12,302,483,62.5,3295,6.8,7.0,24,9,132.5,47,14,0.3,3,1,2010
67,Trevor Vittatoe,UTEP,CUSA,13,220,407,54.1,2756,6.8,6.4,22,13,122.4,55,98,1.8,0,0,2010
68,Pete Thomas,Colorado State,MWC,12,253,391,64.7,2662,6.8,5.9,11,13,124.5,77,-117,-1.5,0,0,2010
69,Kolton Browning,Louisiana-Monroe,Sun Belt,12,234,378,61.9,2552,6.8,6.3,18,12,128.0,171,385,2.3,4,0,2010
70,Ryan Katz,Oregon State,Pac-10,12,213,355,60.0,2401,6.8,6.4,18,11,127.3,78,14,0.2,2,1,2010
71,Jake Locker,Washington,Pac-10,12,184,332,55.4,2265,6.8,6.6,17,9,124.2,114,385,3.4,6,1,2010
72,Christian Ponder,Florida State,ACC,12,184,299,61.5,2044,6.8,7.0,20,8,135.7,100,180,1.8,4,1,2010
73,Austyn Carta-Samuels,Wyoming,MWC,11,154,252,61.1,1702,6.8,6.0,9,8,123.3,117,392,3.4,3,0,2010
74,Jordan Jefferson,LSU,SEC,13,118,209,56.5,1411,6.8,5.3,7,10,114.7,123,450,3.7,7,1,2010
75,Blaine Gabbert,Missouri,Big 12,13,301,475,63.4,3186,6.7,6.5,16,9,127.0,112,232,2.1,5,1,2010
76,Sean Renfree,Duke,ACC,12,285,464,61.4,3131,6.7,5.7,14,17,120.7,51,-47,-0.9,4,1,2010
77,Diondre Borel,Utah State,WAC,12,167,314,53.2,2108,6.7,5.4,8,13,109.7,142,298,2.1,7,0,2010
78,Cody Hawkins,Colorado,Big 12,12,124,231,53.7,1547,6.7,6.9,14,5,125.6,9,-32,-3.6,0,1,2010
79,Chris Masson,Louisiana,Sun Belt,9,148,280,52.9,1842,6.6,6.4,11,6,116.8,47,24,0.5,1,0,2010
80,Jacory Harris,Miami (FL),ACC,10,148,270,54.8,1793,6.6,5.2,14,15,116.6,29,27,0.9,2,1,2010
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2010
81,Dominique Davis,East Carolina,CUSA,13,393,609,64.5,3967,6.5,6.5,37,16,134.0,79,141,1.8,9,0,2010
82,Ryan Nassib,Syracuse,Big East,13,202,358,56.4,2334,6.5,6.6,19,8,124.2,66,-39,-0.6,1,0,2010
83,Kyle Parker,Clemson,ACC,13,196,341,57.5,2213,6.5,5.7,12,11,117.2,47,28,0.6,0,1,2010
84,Ryan Griffin,Tulane,CUSA,11,223,372,59.9,2371,6.4,6.2,14,8,121.6,39,-146,-3.7,0,0,2010
85,Omar Clayton,UNLV,MWC,13,158,283,55.8,1818,6.4,5.9,13,9,118.6,97,194,2.0,1,0,2010
86,Ross Jenkins,Louisiana Tech,WAC,11,172,274,62.8,1760,6.4,6.3,12,6,126.8,55,108,2.0,4,0,2010
87,John Brantley,Florida,SEC,13,200,329,60.8,2061,6.3,5.4,9,10,116.4,52,-111,-2.1,0,1,2010
88,Garrett Gilbert,Texas,Big 12,12,260,441,59.0,2744,6.2,4.9,10,17,111.0,100,380,3.8,5,1,2010
89,Brian Anderson,Marshall,CUSA,12,218,384,56.8,2358,6.1,5.4,20,15,117.7,47,90,1.9,0,0,2010
90,Spencer Keith,Kent State,MAC,12,215,364,59.1,2212,6.1,5.2,8,11,111.3,59,18,0.3,3,0,2010
91,Richard Brehaut,UCLA,Pac-10,9,119,212,56.1,1296,6.1,5.2,6,7,110.2,57,61,1.1,4,1,2010
92,Jake Heaps,Brigham Young,MWC,13,219,383,57.2,2316,6.0,5.8,15,9,116.2,34,-100,-2.9,1,0,2010
93,Matt Schilz,Bowling Green State,MAC,10,229,377,60.7,2223,5.9,4.6,8,14,109.8,50,-143,-2.9,3,0,2010
94,Jerry Davis,Buffalo,MAC,10,142,298,47.7,1753,5.9,4.5,16,16,104.0,96,236,2.5,0,0,2010
95,Austen Arnaud,Iowa State,Big 12,11,171,290,59.0,1703,5.9,5.2,13,10,116.2,103,287,2.8,2,1,2010
96,Kawaun Jakes,Western Kentucky,Sun Belt,12,149,291,51.2,1680,5.8,5.5,10,6,106.9,96,200,2.1,4,0,2010
97,Keith Wenning,Ball State,MAC,12,128,235,54.5,1373,5.8,4.4,14,14,111.3,32,-3,-0.1,2,0,2010
98,Tanner Price,Wake Forest,ACC,11,137,241,56.8,1349,5.6,4.7,7,8,106.8,75,120,1.6,4,1,2010
99,Jordan Webb,Kansas,Big 12,9,121,214,56.5,1195,5.6,4.6,7,8,106.8,59,84,1.4,0,1,2010
100,Zach Frazer,Connecticut,Big East,11,136,261,52.1,1425,5.5,4.8,5,6,99.7,29,14,0.5,0,0,2010
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2010
101,Patrick Nicely,Akron,MAC,12,166,336,49.4,1753,5.2,4.1,10,13,95.3,61,-125,-2.0,1,0,2010
102,Larry Smith,Vanderbilt,SEC,11,117,247,47.4,1262,5.1,4.7,6,5,94.3,105,248,2.4,4,1,2010
1,Robert Griffin III,Baylor,Big 12,13,291,402,72.4,4293,10.7,11.8,37,6,189.5,179,699,3.9,10,1,2011
2,Russell Wilson,Wisconsin,Big Ten,14,225,309,72.8,3175,10.3,11.8,33,4,191.8,79,338,4.3,6,1,2011
3,Case Keenum,Houston,CUSA,14,428,603,71.0,5631,9.3,10.6,48,5,174.0,57,35,0.6,3,0,2011
4,Bryn Renner,North Carolina,ACC,13,239,350,68.3,3086,8.8,8.6,26,13,159.4,57,-88,-1.5,1,1,2011
5,Terrance Owens,Toledo,MAC,12,166,230,72.2,2022,8.8,9.8,18,3,169.2,41,209,5.1,1,0,2011
6,Kellen Moore,Boise State,MWC,13,326,439,74.3,3800,8.7,9.7,43,9,175.2,20,-66,-3.3,0,0,2011
7,Andrew Luck,Stanford,Pac-12,13,288,404,71.3,3517,8.7,9.4,37,10,169.7,47,150,3.2,2,1,2011
8,Blaine Gautier,Louisiana,Sun Belt,13,216,344,62.8,2958,8.6,9.2,23,6,153.6,118,486,4.1,3,0,2011
9,E.J. Manuel,Florida State,ACC,12,203,311,65.3,2666,8.6,8.6,18,8,151.2,110,151,1.4,4,1,2011
10,Keith Price,Washington,Pac-12,13,242,362,66.9,3063,8.5,8.9,33,11,161.9,56,10,0.2,3,1,2011
11,Casey Pachall,TCU,MWC,13,228,343,66.5,2921,8.5,9.1,25,7,158.0,68,51,0.8,2,0,2011
12,John Brantley,Florida,SEC,11,144,240,60.0,2044,8.5,8.1,11,7,140.8,25,-120,-4.8,0,1,2011
13,Riley Nelson,Brigham Young,Ind,12,116,202,57.4,1717,8.5,8.8,19,7,152.9,88,392,4.5,1,0,2011
14,Brandon Weeden,Oklahoma State,Big 12,13,409,565,72.4,4727,8.4,8.6,37,13,159.7,17,-102,-6.0,1,1,2011
15,Chandler Harnish,Northern Illinois,MAC,14,237,384,61.7,3216,8.4,9.1,28,6,153.0,194,1379,7.1,11,0,2011
16,Denard Robinson,Michigan,Big Ten,13,142,258,55.0,2173,8.4,7.4,20,15,139.7,221,1176,5.3,16,1,2011
17,Geno Smith,West Virginia,Big East,13,346,526,65.8,4385,8.3,8.9,31,7,152.6,56,-33,-0.6,2,0,2011
18,Tyler Wilson,Arkansas,SEC,13,277,438,63.2,3638,8.3,8.8,24,6,148.4,60,-3,-0.1,4,1,2011
19,Jacory Harris,Miami (FL),ACC,11,195,300,65.0,2486,8.3,8.3,20,9,150.6,53,88,1.7,0,1,2011
20,Jeff Godfrey,UCF,CUSA,12,160,232,69.0,1898,8.2,7.6,5,5,140.5,111,405,3.6,9,0,2011
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2011
21,Kevin Prince,UCLA,Pac-12,11,126,224,56.3,1828,8.2,7.6,12,8,135.3,120,424,3.5,1,1,2011
22,Darron Thomas,Oregon,Pac-12,13,211,339,62.2,2761,8.1,9.2,33,7,158.7,56,206,3.7,3,1,2011
23,Tyler Tettleton,Ohio,MAC,14,265,413,64.2,3306,8.0,8.3,28,10,148.9,167,666,4.0,10,0,2011
24,A.J. McCarron,Alabama,SEC,13,219,328,66.8,2634,8.0,8.3,16,5,147.3,30,-22,-0.7,2,1,2011
25,Dan Persa,Northwestern,Big Ten,10,218,297,73.4,2376,8.0,8.1,17,7,154.8,79,32,0.4,1,1,2011
26,Landry Jones,Oklahoma,Big 12,13,355,562,63.2,4463,7.9,7.8,29,15,141.6,32,-24,-0.8,2,1,2011
27,Derek Carr,Fresno State,WAC,13,279,446,62.6,3544,7.9,8.2,26,9,144.5,57,72,1.3,3,0,2011
28,Matt Barkley,USC,Pac-12,12,308,446,69.1,3528,7.9,9.0,39,7,161.2,28,14,0.5,2,1,2011
29,Kirk Cousins,Michigan State,Big Ten,14,267,419,63.7,3316,7.9,8.0,25,10,145.1,37,-39,-1.1,0,1,2011
30,G.J. Kinne,Tulsa,CUSA,13,247,390,63.3,3090,7.9,8.0,28,12,147.4,125,405,3.2,3,0,2011
31,Brock Osweiler,Arizona State,Pac-12,13,326,516,63.2,4036,7.8,7.7,26,13,140.5,83,90,1.1,3,1,2011
32,Zac Dysert,Miami (OH),MAC,12,295,448,65.8,3513,7.8,7.8,23,11,143.7,125,115,0.9,4,0,2011
33,Aaron Murray,Georgia,SEC,14,238,403,59.1,3149,7.8,8.0,35,14,146.4,87,111,1.3,2,1,2011
34,Cody Fajardo,Nevada,WAC,10,150,218,68.8,1707,7.8,7.1,6,6,138.2,128,694,5.4,11,0,2011
35,Nick Foles,Arizona,Pac-12,12,387,560,69.1,4334,7.7,7.6,28,14,145.6,43,-103,-2.4,0,1,2011
36,Alex Carder,Western Michigan,MAC,12,330,502,65.7,3873,7.7,7.7,31,14,145.3,128,270,2.1,4,0,2011
37,Tajh Boyd,Clemson,ACC,14,298,499,59.7,3828,7.7,7.9,33,12,141.2,142,218,1.5,5,1,2011
38,Logan Thomas,Virginia Tech,ACC,14,234,391,59.8,3013,7.7,7.5,19,10,135.5,153,469,3.1,11,1,2011
39,Nick Lamaison,UTEP,CUSA,9,130,224,58.0,1718,7.7,6.7,12,10,131.2,40,39,1.0,1,0,2011
40,James Franklin,Missouri,Big 12,13,238,376,63.3,2865,7.6,7.4,21,11,139.9,217,981,4.5,15,1,2011
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2011
41,Marshall Lobbestael,Washington State,Pac-12,11,208,341,61.0,2584,7.6,7.6,19,8,138.3,42,-103,-2.5,1,1,2011
42,Alex Gillett,Eastern Michigan,MAC,12,109,198,55.1,1504,7.6,7.4,14,7,135.1,169,736,4.4,3,0,2011
43,Ryan Aplin,Arkansas State,Sun Belt,13,304,476,63.9,3588,7.5,6.8,19,16,133.6,161,588,3.7,10,0,2011
44,J.J. McDermott,SMU,CUSA,13,272,455,59.8,3421,7.5,6.7,17,16,128.2,40,-123,-3.1,1,0,2011
45,Matt Faulkner,San Jose State,WAC,11,274,422,64.9,3149,7.5,6.7,13,13,131.6,32,-77,-2.4,0,0,2011
46,James Vandenberg,Iowa,Big Ten,13,237,404,58.7,3022,7.5,7.9,25,7,138.5,78,61,0.8,3,1,2011
47,Austin Davis,Southern Mississippi,CUSA,14,286,475,60.2,3496,7.4,7.6,30,11,138.2,110,352,3.2,4,0,2011
48,Zach Maynard,California,Pac-12,13,231,405,57.0,2990,7.4,6.9,17,12,127.0,84,108,1.3,4,1,2011
49,Ryan Radcliff,Central Michigan,MAC,12,257,453,56.7,3286,7.3,6.8,25,16,128.8,30,-69,-2.3,0,0,2011
50,Matt Schilz,Bowling Green State,MAC,12,245,412,59.5,3024,7.3,7.3,28,13,137.2,51,-60,-1.2,0,0,2011
51,Michael Rocco,Virginia,ACC,13,222,366,60.7,2671,7.3,6.5,13,12,127.1,40,20,0.5,2,1,2011
52,Nathan Scheelhaase,Illinois,Big Ten,13,184,291,63.2,2110,7.3,6.9,13,8,133.4,191,624,3.3,6,1,2011
53,Taylor Martinez,Nebraska,Big Ten,13,162,288,56.3,2089,7.3,6.9,13,8,126.5,188,874,4.6,9,1,2011
54,Wesley Carroll,Florida International,Sun Belt,13,200,332,60.2,2374,7.2,7.5,14,4,131.8,38,-10,-0.3,0,0,2011
55,Teddy Bridgewater,Louisville,Big East,13,191,296,64.5,2129,7.2,6.3,14,12,132.4,89,66,0.7,4,0,2011
56,Ryan Tannehill,Texas A&M,Big 12,13,327,531,61.6,3744,7.1,6.9,29,15,133.2,58,306,5.3,4,1,2011
57,Ryan Lindley,San Diego State,MWC,13,237,447,53.0,3153,7.1,7.3,23,8,125.7,18,-51,-2.8,0,0,2011
58,Tanner Price,Wake Forest,ACC,13,253,422,60.0,3017,7.1,7.5,20,6,132.8,78,-53,-0.7,1,1,2011
59,B.J. Daniels,South Florida,Big East,11,215,365,58.9,2604,7.1,7.0,13,7,126.7,132,601,4.6,6,0,2011
60,Zach Collaros,Cincinnati,Big East,10,166,272,61.0,1940,7.1,6.6,15,10,131.8,84,234,2.8,8,0,2011
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2011
61,Jordan Rodgers,Vanderbilt,SEC,13,108,216,50.0,1524,7.1,5.8,9,10,113.8,117,420,3.6,4,1,2011
62,Sean Mannion,Oregon State,Pac-12,12,305,473,64.5,3328,7.0,6.0,16,18,127.1,32,-190,-5.9,1,1,2011
63,Tyler Hansen,Colorado,Pac-12,13,231,412,56.1,2883,7.0,6.8,20,11,125.5,81,115,1.4,3,1,2011
64,Tommy Rees,Notre Dame,Ind,13,269,411,65.5,2871,7.0,6.4,20,14,133.4,31,-56,-1.8,0,0,2011
65,Marqueis Gray,Minnesota,Big Ten,11,108,213,50.7,1495,7.0,6.1,8,8,114.5,199,966,4.9,6,1,2011
66,Seth Doege,Texas Tech,Big 12,12,398,581,68.5,4004,6.9,7.1,28,10,138.9,54,46,0.9,4,1,2011
67,Bryant Moniz,Hawaii,WAC,10,248,397,62.5,2733,6.9,7.4,22,5,136.1,81,293,3.6,8,0,2011
68,Caleb Terbush,Purdue,Big Ten,13,171,277,61.7,1905,6.9,6.8,13,6,130.7,83,219,2.6,1,1,2011
69,Tino Sunseri,Pitt,Big East,13,247,385,64.2,2616,6.8,6.0,10,11,124.1,154,86,0.6,4,0,2011
70,Rakeem Cato,Marshall,CUSA,13,182,304,59.9,2059,6.8,6.1,15,11,125.8,57,32,0.6,0,0,2011
71,Jonathan Perry,UAB,CUSA,12,174,300,58.0,2042,6.8,6.3,10,8,120.8,92,294,3.2,3,0,2011
72,Collin Klein,Kansas State,Big 12,13,161,281,57.3,1918,6.8,6.8,13,6,125.6,317,1141,3.6,27,1,2011
73,Matt McGloin,Penn State,Big Ten,12,125,231,54.1,1571,6.8,6.5,8,5,118.3,24,-12,-0.5,0,1,2011
74,Gary Nova,Rutgers,Big East,10,116,227,51.1,1553,6.8,6.0,11,9,116.6,23,-114,-5.0,0,0,2011
75,Jon Hays,Utah,Pac-12,11,120,214,56.1,1459,6.8,6.3,12,8,124.4,61,-79,-1.3,0,1,2011
76,Corey Robinson,Troy,Sun Belt,12,316,508,62.2,3411,6.7,6.2,21,15,126.3,46,-78,-1.7,1,0,2011
77,Mike Glennon,North Carolina State,ACC,13,283,453,62.5,3054,6.7,6.9,31,12,136.4,51,-110,-2.2,1,1,2011
78,Sean Renfree,Duke,ACC,12,282,434,65.0,2891,6.7,6.2,14,11,126.5,58,-58,-1.0,4,1,2011
79,Jordan Webb,Kansas,Big 12,12,179,281,63.7,1884,6.7,5.7,13,12,126.7,70,-86,-1.2,1,1,2011
80,Kawaun Jakes,Western Kentucky,Sun Belt,12,153,276,55.4,1854,6.7,5.5,10,12,115.1,72,161,2.2,2,0,2011
